Card,Month,Year,Catchment name,Fragment number,Fragment name,Catch No,Time,Locality,Observer,Altitude,Distance,Organisation
100182,1,2010,Selwyn River,1491054,Waianiwaniwa River tributary 7,680.05,,Waianiwaniwa River tributary,,260,91,uoc
100183,1,2010,Selwyn River,1491047,Waianiwaniwa River,680.05,,Waianiwaniwa River tributary,,260,90,uoc
100184,1,2010,Selwyn River,1491047,Waianiwaniwa River,680.05,,Waianiwaniwa River,,260,90,uoc
100185,1,2010,Selwyn River,1491047,Waianiwaniwa River,680.05,,Waianiwaniwa River,,260,90,uoc
100186,1,2010,Selwyn River,1491047,Waianiwaniwa River,680.05,,Waianiwaniwa River,,260,90,uoc
100187,1,2010,Selwyn River,1491047,Waianiwaniwa River,680.05,,Waianiwaniwa River,,260,90,uoc
100188,1,2010,Selwyn River,1491052,Waianiwaniwa River tributary 6,680.05,,Waianiwaniwa River tributary,,290,91,uoc
100189,1,2010,Selwyn River,1491052,Waianiwaniwa River tributary 6,680.05, ,Waianiwaniwa River tributary, ,280,91,uoc
100190,1,2010,Selwyn River,1491052,Waianiwaniwa River tributary 6,680.05,,Waianiwaniwa River tributary,,280,91,uoc
100191,1,2010,Selwyn River,1491052,Waianiwaniwa River tributary 6,680.05, ,Waianiwaniwa River tributary, ,280,91,uoc
100192,1,2010,Selwyn River,1491052,Waianiwaniwa River tributary 6,680.05, ,Waianiwaniwa River tributary, ,280,90,uoc
100193,1,2010,Selwyn River,1491052,Waianiwaniwa River tributary 6,680.05,,Waianiwaniwa River tributary,,250,88,uoc
100194,1,2010,Selwyn River,1491052,Waianiwaniwa River tributary 6,680.05,,Waianiwaniwa River tributary,,250,88,uoc
100195,1,2010,Selwyn River,1491050,Waianiwaniwa River tributary 4,680.05,,Waianiwaniwa River tributary,,250,87,uoc
100196,1,2010,Selwyn River,1491051,Waianiwaniwa River tributary 5,680.05,,Waianiwaniwa River tributary,,260,87,uoc
100197,1,2010,Selwyn River,1491047,Waianiwaniwa River,680.05, ,Waianiwaniwa River, ,240,86,uoc
100198,1,2010,Selwyn River,1491047,Waianiwaniwa River,680.05,,Waianiwaniwa River,,240,85,uoc
100199,1,2010,Selwyn River,1491049,Waianiwaniwa River tributary 3,680.05,,Waianiwaniwa River tributary,,240,84,uoc
100214,7,2012,Selwyn River,1491064,Ellesmere stockwater race and drainage network,680,1040,Unnamed water race, ,70,30,docc
100215,7,2012,Selwyn River,1491064,Ellesmere stockwater race and drainage network,680, ,Unnamed water race, ,30,23,docc
100216,7,2012,Selwyn River,1491064,Ellesmere stockwater race and drainage network,680, ,Unnamed water race, ,30,23,docc
100217,7,2012,Selwyn River,1491064,Ellesmere stockwater race and drainage network,680, ,Unnamed water race, ,30,23,docc
100218,7,2012,Selwyn River,1491064,Ellesmere stockwater race and drainage network,680,1310,Unnamed water race, ,50,22,docc
100219,7,2012,Selwyn River,1491064,Ellesmere stockwater race and drainage network,680,1025,Unnamed water race,,60,30,docc
100220,7,2012,Selwyn River,1491064,Ellesmere stockwater race and drainage network,680,1050,Unnamed water race,,60,33,docc
100221,7,2012,Selwyn River,1491064,Ellesmere stockwater race and drainage network,680,1100,Unnamed water race,,60,33,docc
100222,7,2012,Selwyn River,1491064,Ellesmere stockwater race and drainage network,680,1115,Unnamed water race,,60,32,docc
100223,7,2012,Selwyn River,1491064,Ellesmere stockwater race and drainage network,680,1135,Unnamed water race,,60,30,docc
100224,7,2012,Selwyn River,1491064,Ellesmere stockwater race and drainage network,680,1145,Unnamed water race,,55,30,docc
100225,7,2012,Selwyn River,1491064,Ellesmere stockwater race and drainage network,680,1200,Unnamed water race,,50,30,docc
100226,7,2012,Selwyn River,1491064,Ellesmere stockwater race and drainage network,680,1210,Unnamed water race,,55,30,docc
100227,7,2012,Selwyn River,1491064,Ellesmere stockwater race and drainage network,680,,Unnamed water race,,50,23,docc
100228,7,2012,Selwyn River,1491064,Ellesmere stockwater race and drainage network,680,,Unnamed water race,,35,23,docc
100229,7,2012,Selwyn River,1491064,Ellesmere stockwater race and drainage network,680,1330,Unnamed water race,,35,21,docc
100230,6,2013,Morven Drain,1491126,Dog Kennel Stream,710.02,night,Dog Kennel Stream,,110,15,docc
100231,6,2013,Morven Drain,1491126,Dog Kennel Stream,710.02,night,Dog Kennel Stream,,100,15,docc
100232,6,2013,Morven Drain,1491126,Dog Kennel Stream,710.02,night,Dog Kennel Stream,,100,15,docc
100233,6,2013,Ashburton River,1491071,Ashburton River tributary 2 (Translocation),688,night,Unnamed wetland South Branch Ashburton R,,155,35,docc
100235,7,2013,Waitaki River,1491135,Waitaki River tributary wetland 2,711,night,Waitaki River tributary,,30,8,docc
100236,7,2013,Selwyn River,1491040,Hororata River tributary 6,680.04,,Hororata River tributary,,170,71,docc
100237,7,2013,Selwyn River,1491040,Hororata River tributary 6,680.04,,Hororata River tributary,,170,72,docc
100238,7,2013,Selwyn River,1491043,Hororata River 2,680.04,,Hororata River tributary,,180,78,docc
100241,6,2013,Waimakariri River,1491008,Unnamed ponds Waimakariri River tributary (Translocation),664,,Unnamed pond,,30,21,docc
100245,6,2013,Selwyn River,1491038,Hororata River tributary 4,680.04, ,Hororata River tributary, ,150,67,docc
100247,10,2011,Selwyn River,1491064,Ellesmere stockwater race and drainage network,680,,Unnamed water race Southbridge Dunsandel,,50,30,inic
100248,10,2011,Selwyn River,1491064,Ellesmere stockwater race and drainage network,680,,Unnamed water race,,50,31,inic
100249,10,2011,Selwyn River,1491064,Ellesmere stockwater race and drainage network,680,,Unnamed water race Southbridge Dunsandel,,50,30,inic
100250,11,2011,Selwyn River,1491064,Ellesmere stockwater race and drainage network,680,,Unnamed water race,,65,33,inic
100251,11,2011,Selwyn River,1491064,Ellesmere stockwater race and drainage network,680,,Unnamed water race,,60,33,inic
100252,11,2011,Selwyn River,1491064,Ellesmere stockwater race and drainage network,680,,Unnamed water race,,55,33,inic
100253,11,2011,Selwyn River,1491064,Ellesmere stockwater race and drainage network,680,,Unnamed water race,,60,33,inic
100254,11,2011,Selwyn River,1491064,Ellesmere stockwater race and drainage network,680,,Unnamed water race,,60,30,inic
100255,11,2011,Selwyn River,1491064,Ellesmere stockwater race and drainage network,680,,Unnamed water race,,50,30,inic
100256,11,2011,Selwyn River,1491064,Ellesmere stockwater race and drainage network,680,,Unnamed water race,,55,30,inic
100257,11,2011,Selwyn River,1491064,Ellesmere stockwater race and drainage network,680,,Unnamed water race,,55,30,inic
100258,11,2011,Selwyn River,1491064,Ellesmere stockwater race and drainage network,680,,Unnamed water race,,55,30,inic
100259,11,2011,Selwyn River,1491064,Ellesmere stockwater race and drainage network,680,,Unnamed water race,,55,30,inic
100260,11,2011,Selwyn River,1491064,Ellesmere stockwater race and drainage network,680,,Unnamed water race,,55,30,inic
100261,11,2011,Selwyn River,1491064,Ellesmere stockwater race and drainage network,680,,Unnamed water race,,55,25,inic
100262,11,2011,Selwyn River,1491064,Ellesmere stockwater race and drainage network,680,,Unnamed water race,,55,25,inic
100263,11,2011,Selwyn River,1491064,Ellesmere stockwater race and drainage network,680,,Unnamed water race,,50,23,inic
100264,11,2011,Lake Ellesmere,1491064,Ellesmere stockwater race and drainage network,683,,Unnamed water race,,40,23,inic
100265,11,2011,Selwyn River,1491064,Ellesmere stockwater race and drainage network,680,,Unnamed water race,,40,24,inic
100266,11,2011,Selwyn River,1491064,Ellesmere stockwater race and drainage network,680,,Unnamed water race,,35,23,inic
100267,11,2011,Selwyn River,1491064,Ellesmere stockwater race and drainage network,680,,Unnamed water race,,35,23,inic
100268,11,2011,Selwyn River,1491064,Ellesmere stockwater race and drainage network,680,,Unnamed water race,,35,23,inic
100269,11,2011,Selwyn River,1491064,Ellesmere stockwater race and drainage network,680,,Unnamed water race,,35,23,inic
100270,11,2011,Selwyn River,1491064,Ellesmere stockwater race and drainage network,680,,Unnamed water race,,35,22,inic
100271,11,2011,Selwyn River,1491064,Ellesmere stockwater race and drainage network,680,,Unnamed water race,,40,23,inic
100272,11,2011,Selwyn River,1491064,Ellesmere stockwater race and drainage network,680,,Unnamed water race,,35,21,inic
100273,11,2011,Selwyn River,1491064,Ellesmere stockwater race and drainage network,680,,Unnamed water race,,35,21,inic
100274,11,2011,Selwyn River,1491064,Ellesmere stockwater race and drainage network,680,,Unnamed water race,,55,28,inic
100275,10,2012,St Andrews,1491106,Unnamed stream St Andrews,702,,Unnamed stream St Andrews,,5,1,inic
100276,10,2012,Washdyke Creek,1491100,Papaka Stream 2,698.02,,Papaka Stream,,50,14,inic
100277,10,2012,Washdyke Creek,1491100,Papaka Stream 2,698.02,,Papaka Stream tributary,,50,14,inic
100278,10,2012,Selwyn River,1491037,Hororata River tributary 3,680.04,,Hororata River tributary,,130,65,inic
100279,10,2012,Selwyn River,1491039,Hororata River tributary 5,680,,Unnamed water race,,130,53,inic
100280,11,2012,Hinds River,1491087,Hinds River tributary 3,691,,Hinds River tributary,,240,41,docc
100281,11,2012,Waimakariri River,1491013,Mounseys Stream tributary 1,664.06,,Eyre River tributary,,310,63,inic
100282,11,2012,Waimakariri River,1491026,Mounseys Stream tributary 13,664.063,,Mounseys Stream tributary,,310,65,inic
100348,11,1996,Whitneys Creek,1491127,Whitneys Creek,710, ,Whitneys Creek tributary, ,55,17,docc
100349,11,1996,Waitaki River,1491131,Mount Harris Stream,711, ,Mount Harris Stream, ,110,25,docc
100350,11,1996,Waitaki River,1491131,Mount Harris Stream,711,,Mount Harris Stream,,100,25,docc
100351,11,1996,Waitaki River,1491131,Mount Harris Stream,711,,Mount Harris Stream,,80,23,docc
100352,11,1996,Waitaki River,1491131,Mount Harris Stream,711,,Mount Harris Stream,,80,23,docc
100354,11,1996,Whitneys Creek,1491127,Whitneys Creek,710, ,Whitneys Creek, ,70,12,docc
100355,12,1996,Hinds River,1491084,Hinds River tributary 1,691, ,Hinds River tributary, ,190,33,docc
100356,12,1996,Hinds River,1491088,North Branch Hinds River,691.01,,Hinds River North Branch tributary,,250,-5,docc
100357,12,1996,Hinds River,1491086,Hinds River tributary 2,691,,Hinds River tributary,,220,38,docc
100358,8,1996,Wainono Lagoon,1491116,Wainono Lagoon,707,,Wainono Lagoon wetland,,5,2,docc
100359,8,1996,Wainono Lagoon,1491116,Wainono Lagoon,707,,Wainono Lagoon wetland,,5,2,docc
100367,9,1996,Washdyke Creek,1491096,Rosewill Stream,698, ,Rosewill Stream, ,50,12,docc
100369,10,1996,Pareora River,1491105,Taiko Stream (Translocation),701,,Taiko Stream,,110,23,docc
100370,10,1996,Pareora River,1491105,Taiko Stream (Translocation),701,,Taiko Stream,,110,26,docc
100372,10,1996,Pareora River,1491105,Taiko Stream (Translocation),701,,Taiko Stream,,110,23,docc
100375,10,1996,Pareora River,1491101,Pareora River tributary 1,701,,Pareora River tributary,,10,3,docc
100387,7,1996,Hook River,1491116,Wainono Lagoon,707,,Hook River,,5,2,docc
100388,7,1996,Hook River,1491116,Wainono Lagoon,707,,Wainono Lagoon wetland,,5,2,docc
100389,7,1996,Hook River,1491116,Wainono Lagoon,707,,Hook River tributary,,5,2,docc
100390,7,1996,Hook River,1491116,Wainono Lagoon,707, ,Hook River tributary, ,5,2,docc
100395,8,1996,Wainono Lagoon,1491116,Wainono Lagoon,707,,Wainono Lagoon wetland,,5,2,docc
100396,8,1996,Wainono Lake,1491116,Wainono Lagoon,707,,Wainono Lagoon wetland,,5,2,docc
100405,7,1996,Horseshoe Bend Stream,1491111,Horseshoe Bend Stream,705,,Horseshoe Bend Stream,,10,5,docc
100406,7,1996,Horseshoe Bend Stream,1491111,Horseshoe Bend Stream,705,,Horseshoe Bend Stream,,15,6,docc
100407,7,1996,Horseshoe Bend Stream,1491111,Horseshoe Bend Stream,705, ,Horseshoe Bend Stream, ,50,8,docc
100412,5,2009,Waimakariri River,1491020,Mounseys Stream tributary 8,664.063,,Mounseys Stream tributary,,300,66,inic
100413,5,2005,Morven Drain,1491126,Dog Kennel Stream,710.02,,Dog Kennel Stream,,100,15,docc
100414,5,2005,Morven Drain,1491126,Dog Kennel Stream,710.02,,Dog Kennel Stream,,100,15,docc
100415,5,2005,Morven Drain,1491126,Dog Kennel Stream,710.02,,Dog Kennel Stream,,100,15,docc
100416,7,2006,Morven Drain,1491126,Dog Kennel Stream,710.02,,Dog Kennel Stream,,100,15,docc
100417,7,2006,Morven Drain,1491126,Dog Kennel Stream,710.02,,Dog Kennel Stream,,100,15,docc
100418,7,2006,Morven Drain,1491126,Dog Kennel Stream,710.02,,Dog Kennel Stream,,100,15,docc
100419,6,2007,Morven Drain,1491126,Dog Kennel Stream,710.02,,Dog Kennel Stream,,100,15,docc
100420,6,2007,Morven Drain,1491126,Dog Kennel Stream,710.02,,Dog Kennel Stream,,100,15,docc
100421,6,2007,Morven Drain,1491126,Dog Kennel Stream,710.02,,Dog Kennel Stream,,100,15,docc
100422,4,2008,Morven Drain,1491126,Dog Kennel Stream,710.02,,Dog Kennel Stream,,100,15,docc
100423,4,2008,Morven Drain,1491126,Dog Kennel Stream,710.02,,Dog Kennel Stream,,100,15,docc
100424,4,2008,Morven Drain,1491126,Dog Kennel Stream,710.02,,Dog Kennel Stream,,100,15,docc
100425,6,2009,Morven Drain,1491126,Dog Kennel Stream,710.02,,Dog Kennel Stream,,100,15,docc
100426,6,2009,Morven Drain,1491126,Dog Kennel Stream,710.02,,Dog Kennel Stream,,100,15,docc
100427,6,2010,Morven Drain,1491126,Dog Kennel Stream,710.02,,Dog Kennel Stream,,100,15,docc
100428,6,2010,Morven Drain,1491126,Dog Kennel Stream,710.02,,Dog Kennel Stream,,100,15,docc
100429,6,2010,Morven Drain,1491126,Dog Kennel Stream,710.02,,Dog Kennel Stream,,100,15,docc
100430,7,2005,Ashburton River,1491071,Ashburton River tributary 2 (Translocation),688,night,South Branch Ashburton River wetland,,150,35,docc
100431,7,2005,Ashburton River,1491071,Ashburton River tributary 2 (Translocation),688,night,South Branch Ashburton River wetland,,150,35,docc
100432,7,2006,Ashburton River,1491071,Ashburton River tributary 2 (Translocation),688,night,South Branch Ashburton River wetland,,150,35,docc
100433,7,2006,Ashburton River,1491071,Ashburton River tributary 2 (Translocation),688,night,South Branch Ashburton River wetland,,150,35,docc
100434,6,2007,Ashburton River,1491071,Ashburton River tributary 2 (Translocation),688,night,South Branch Ashburton River wetland,,150,35,docc
100435,6,2007,Ashburton River,1491071,Ashburton River tributary 2 (Translocation),688,night,South Branch Ashburton River wetland,,150,35,docc
100436,7,2008,Ashburton River,1491071,Ashburton River tributary 2 (Translocation),688,night,South Branch Ashburton River wetland,,150,35,docc
100437,7,2008,Ashburton River,1491071,Ashburton River tributary 2 (Translocation),688,night,South Branch Ashburton River wetland,,150,35,docc
100438,7,2009,Ashburton River,1491071,Ashburton River tributary 2 (Translocation),688,night,South Branch Ashburton River wetland,,150,35,docc
100439,7,2009,Ashburton River,1491071,Ashburton River tributary 2 (Translocation),688,night,South Branch Ashburton River wetland,,150,35,docc
100440,6,2010,Ashburton River,1491071,Ashburton River tributary 2 (Translocation),688,night,South Branch Ashburton River wetland,,150,35,docc
100441,6,2010,Ashburton River,1491071,Ashburton River tributary 2 (Translocation),688,night,South Branch Ashburton River wetland,,150,35,docc
100442,7,2010,Waitaki River,1491135,Waitaki River tributary wetland 2,711,night,Waitaki River tributary,,30,8,docc
100443,5,2010,Avon River,1491027,Avon River tributary wetland (Translocation),666,,Unnamed wetland,,10,7,docc
100444,7,2010,Avon River,1491027,Avon River tributary wetland (Translocation),666,,Unnamed wetland,,10,7,docc
100445,7,2010,Avon River,1491027,Avon River tributary wetland (Translocation),666,,Unnamed wetland,,10,7,docc
100446,11,2010,Avon River,1491027,Avon River tributary wetland (Translocation),666,,Unnamed wetland,,10,7,docc
100447,2,2011,Avon River,1491027,Avon River tributary wetland (Translocation),666,,Unnamed wetland,,10,7,indx
100448,3,2011,Avon River,1491027,Avon River tributary wetland (Translocation),666,,Unnamed wetland,,10,7,docc
100449,5,2011,Avon River,1491027,Avon River tributary wetland (Translocation),666,,Unnamed wetland,,10,7,docc
100450,8,2011,Pegasus,1491002,Taranaki Stream tributary wetland (pre Pegasus town),663,,Unnamed wetland,,0,0,docc
100451,8,2011,Pegasus,1491002,Taranaki Stream tributary wetland (pre Pegasus town),663,,Unnamed wetland,,5,5,docc
100452,8,2011,Pegasus,1491002,Taranaki Stream tributary wetland (pre Pegasus town),663,,Unnamed wetland,,5,5,docc
100453,4,2007,Selwyn River,1491037,Hororata River tributary 3,680.04,,Hororata River tributary,,150,65,docc
100454,5,2009,Selwyn River,1491037,Hororata River tributary 3,680.04,,Hororata River tributary,,150,65,docc
100455,6,2010,Selwyn River,1491037,Hororata River tributary 3,680.04,,Hororata River tributary,,150,65,docc
100456,4,2011,Selwyn River,1491037,Hororata River tributary 3,680.04,,Hororata River tributary,,150,65,docc
100457,6,2008,Waimakariri River,1491008,Unnamed ponds Waimakariri River tributary (Translocation),664,,Peacock Springs,,20,22,docc
100458,4,2011,Waimakariri River,1491008,Unnamed ponds Waimakariri River tributary (Translocation),664,,Peacock Springs,,20,22,docc
100459,12,2008,Waimakariri River,1491008,Unnamed ponds Waimakariri River tributary (Translocation),664,,Peacock Springs,,20,20,docc
100460,5,2010,Waimakariri River,1491008,Unnamed ponds Waimakariri River tributary (Translocation),664,,Peacock Springs,,20,20,docc
100461,4,2011,Waimakariri River,1491008,Unnamed ponds Waimakariri River tributary (Translocation),664,,Peacock Springs,,20,20,docc
100462,5,2008,Avon River,1491030,Avon River pond (Translocation),666,,Unnamed pond,,20,22,docc
100463,6,2008,Avon River,1491030,Avon River pond (Translocation),666,,Unnamed pond,,20,22,docc
100464,5,2010,Avon River,1491030,Avon River pond (Translocation),666,,Unnamed pond,,20,22,docc
100465,4,2011,Avon River,1491030,Avon River pond (Translocation),666,,Unnamed pond,,20,22,docc
100466,7,1986,Waimakariri River,1491008,Unnamed ponds Waimakariri River tributary (Translocation),664.05,,Peacock Springs,,0,22,niwa
100467,3,2008,Avon River,1491030,Avon River pond (Translocation),666,,Unnamed pond,,20,22,docc
100468,1,2011,Pareora River,1491102,Pareora River tributary 2,701,,Pareora River tributary,,30,7,doco
100469,4,2009,Ashley River,1491002,Taranaki Stream tributary wetland (pre Pegasus town),662,,Unnamed wetland,,5,3,bma
100470,4,2009,Ashley River,1491002,Taranaki Stream tributary wetland (pre Pegasus town),662,,Unnamed wetland,,5,5,bma
100471,4,2007,Selwyn River,1491038,Hororata River tributary 4,680.04,,Hororata River tributary,,150,67,docc
100472,5,2008,Selwyn River,1491038,Hororata River tributary 4,680.04,,Hororata River tributary,,150,67,docc
100473,6,2010,Selwyn River,1491038,Hororata River tributary 4,680.04,,Hororata River tributary,,150,67,docc
100474,4,2011,Selwyn River,1491038,Hororata River tributary 4,680.04,,Hororata River tributary,,150,67,docc
100475,4,2011,Selwyn River,1491038,Hororata River tributary 4,680.04,,Hororata River tributary,,150,67,docc
100476,,1996,Lee River,1491066,Tent Burn,684.031,,Tent Burn,,5,2,niwa
100477,5,1999,Waimakariri River,1491026,Mounseys Stream tributary 13,664.063,,Mounseys Stream tributary,,310,65,uoc
100478,5,2001,Waimakariri River,1491026,Mounseys Stream tributary 13,664.063,,Mounseys Stream tributary,,310,65,uoc
100479,4,2002,Waimakariri River,1491026,Mounseys Stream tributary 13,664.063,,Mounseys Stream tributary,,310,65,uoc
100480,5,2002,Waimakariri River,1491026,Mounseys Stream tributary 13,664.063,,Mounseys Stream tributary,,310,65,uoc
100481,4,1999,Waimakariri River,1491021,Mounseys Stream,664.063,,Mounseys Stream,,330,64,uoc
100482,3,1999,Selwyn River,1491036,Hororata River tributary 2,680.04,,Hororata River tributary,,140,64,uoc
100483,4,2002,Selwyn River,1491036,Hororata River tributary 2,680.04,,Hororata River tributary,,140,64,uoc
100484,6,2007,Selwyn River,1491056,Selwyn water race,680,,Unnamed water race Substation Road,,170,73,docc
100485,4,1999,St Andrews,1491106,Unnamed stream St Andrews,702,,Unnamed stream St Andrews,,5,0,uoc
100486,5,2001,St Andrews,1491106,Unnamed stream St Andrews,702,,Unnamed stream St Andrews,,0,0,uoc
100487,4,2002,St Andrews,1491106,Unnamed stream St Andrews,702,,Unnamed stream St Andrews,,5,0,uoc
100488,5,2001,Makikihi,1491115,Unnamed stream Makikihi 3,706.5,,Unnamed stream Makikihi,,55,9,uoc
100489,4,1999,Morven Drain,1491126,Dog Kennel Stream,710.02,,Dog Kennel Stream,,90,14,uoc
100490,4,1999,Morven Drain,1491126,Dog Kennel Stream,710.02,,Dog Kennel Stream,,90,14,uoc
100491,5,2001,Morven Drain,1491126,Dog Kennel Stream,710.02,,Dog Kennel Stream,,90,14,uoc
100492,4,2002,Morven Drain,1491126,Dog Kennel Stream,710.02,,Dog Kennel Stream,,90,14,uoc
100493,5,2002,Morven Drain,1491126,Dog Kennel Stream,710.02,,Dog Kennel Stream,,90,14,uoc
100494,4,2005,Avon River,1491029,Okeover Stream (Translocation),666,night,Okeover Stream,,15,23,uoc
100495,5,2009,Waimakariri River,1491020,Mounseys Stream tributary 8,664.063,night,Mounseys Stream tributary,,320,64,inic
100496,10,2007,Waimakariri River,1491026,Mounseys Stream tributary 13,664.063,night,Mounseys Stream tributary,,310,65,inic
100497,5,2009,Waimakariri River,1491018,Mounseys Stream tributary 6,664.063,night,Mounseys Stream tributary,,328,63,inic
100498,9,2007,Selwyn River,1491052,Waianiwaniwa River tributary 6,680.05,night,Waianiwaniwa River tributary,,250,88,inic
100499,9,2007,Selwyn River,1491052,Waianiwaniwa River tributary 6,680.05,night,Waianiwaniwa River tributary,,250,89,inic
100500,10,2009,Longbeach,1491075,Unnamed wetland Grahams Road,690,,Unnamed wetland Waterton,,25,5,inic
100501,5,2010,Longbeach,1491075,Unnamed wetland Grahams Road,690,,Unnamed wetland Waterton,,25,5,inic
100502,6,2010,Longbeach,1491075,Unnamed wetland Grahams Road,690,,Unnamed wetland Waterton,,25,5,inic
100503,6,2011,Longbeach,1491075,Unnamed wetland Grahams Road,690,,Unnamed wetland Waterton,,25,5,inic
100504,7,1999,Selwyn River,1491053,Waianiwaniwa River pond,680.05,,Unnamed pond Waianiwaniwa River,,340,89,uoc
100505,2,2000,Selwyn River,1491053,Waianiwaniwa River pond,680.05,,Unnamed pond Waianiwaniwa River,,340,89,uoc
100506,9,2009,Selwyn River,1491045,Blacks Stream,680.05,,Blacks Stream,,270,85,inic
100507,9,2009,Selwyn River,1491040,Hororata River tributary 6,680.04,,Hororata River tributary,,170,72,inic
100508,5,2002,St Andrews,1491106,Unnamed stream St Andrews,702,,Unnamed stream St Andrews,,5,0,uoc
100509,7,1999,Selwyn River,1491053,Waianiwaniwa River pond,680.05,,Unnamed pond Waianiwaniwa River,,340,89,uoc
100510,5,2002,Selwyn River,1491036,Hororata River tributary 2,680.04,,Hororata River tributary,,140,63,uoc
100511,5,2001,Waimakariri River,1491026,Mounseys Stream tributary 13,664.063,,Mounseys Stream tributary,,310,65,uoc
100512,5,2001,Selwyn River,1491036,Hororata River tributary 2,680.04,,Hororata River tributary,,140,63,uoc
100513,5,2001,Selwyn River,1491036,Hororata River tributary 2,680.04,,Hororata River tributary,,140,63,uoc
100514,5,2001,Morven Drain,1491126,Dog Kennel Stream,710.02,,Dog Kennel Stream,,90,14,uoc
100515,4,2002,Waimakariri River,1491026,Mounseys Stream tributary 13,664.063,,Mounseys Stream tributary,,310,65,uoc
100516,5,2002,Waimakariri River,1491026,Mounseys Stream tributary 13,664.063,,Mounseys Stream tributary,,310,65,uoc
100517,4,2002,Selwyn River,1491036,Hororata River tributary 2,680.04,,Hororata River tributary,,140,63,uoc
100518,5,2002,Selwyn River,1491036,Hororata River tributary 2,680.04,,Hororata River tributary,,140,63,uoc
100519,4,2002,St Andrews,1491106,Unnamed stream St Andrews,702,,Unnamed stream St Andrews,,5,0,uoc
100520,5,2002,St Andrews,1491106,Unnamed stream St Andrews,702,,Unnamed stream St Andrews,,5,0,uoc
100521,4,2002,Morven Drain,1491126,Dog Kennel Stream,710.02,,Dog Kennel Stream,,90,14,uoc
100522,5,2002,Morven Drain,1491126,Dog Kennel Stream,710.02,,Dog Kennel Stream,,90,14,uoc
100523,12,2000,Selwyn River,1491036,Hororata River tributary 2,680.04,,Hororata River tributary,,140,63,uoc
100524,7,2000,Selwyn River,1491036,Hororata River tributary 2,680.04,,Hororata River tributary,,140,64,uoc
100525,4,1999,Waimakariri River,1491026,Mounseys Stream tributary 13,664.063,,Mounseys Stream tributary,,310,65,uoc
100526,4,1999,Waimakariri River,1491026,Mounseys Stream tributary 13,664.063,,Mounseys Stream tributary,,310,65,uoc
100527,1,2000,Morven Drain,1491126,Dog Kennel Stream,710.02,,Dog Kennel Stream,,90,14,uoc
100528,5,2002,Morven Drain,1491126,Dog Kennel Stream,710.02,,Dog Kennel Stream,,90,14,uoc
100529,5,2001,Morven Drain,1491126,Dog Kennel Stream,710.02,,Dog Kennel Stream,,90,16,uoc
100530,5,2001,Morven Drain,1491126,Dog Kennel Stream,710.02,,Dog Kennel Stream,,90,14,uoc
100531,5,2001,Selwyn River,1491053,Waianiwaniwa River pond,680.05,,Unnamed pond Waianiwaniwa River,,340,89,uoc
100532,7,1999,Selwyn River,1491047,Waianiwaniwa River,680.05,,Waianiwaniwa River,,340,90,uoc
100533,7,1999,Selwyn River,1491047,Waianiwaniwa River,680.05,,Waianiwaniwa River,,340,90,uoc
100534,7,1999,Selwyn River,1491047,Waianiwaniwa River,680.05,,Waianiwaniwa River,,340,89,uoc
100535,4,2008,Avon River,1491027,Avon River tributary wetland (Translocation),666, ,Unnamed wetland, ,5,7,inic
100542,10,2007,Selwyn River,1491038,Hororata River tributary 4,680.04, ,Hororata River tributary, ,150,67,inic
100543,10,2007,Selwyn River,1491038,Hororata River tributary 4,680.04, ,Hororata River tributary, ,150,67,inic
100544,10,2007,Selwyn River,1491038,Hororata River tributary 4,680.04, ,Hororata River tributary, ,150,67,inic
100545,10,2007,Waimakariri River,1491026,Mounseys Stream tributary 13,664.063, ,Mounseys Stream tributary, ,310,65,inic
100546,3,2008,Waitaki River,1491133,Redcliff Stream water race,711.01, ,Unnamed water race Pikes Point Road, ,80,25,inic
100547,11,2004,Waitaki River,1491130,Waikakahi Stream,711.01, ,Waikakahi Stream, ,90,25,inic
100548,5,2009,Waimakariri River,1491017,Mounseys Stream tributary 5,664.063, ,Mounseys Stream tributary, ,320,64,inic
100549,5,2009,Waimakariri River,1491017,Mounseys Stream tributary 5,664.063, ,Mounseys Stream tributary, ,320,64,inic
100550,5,2009,Waimakariri River,1491018,Mounseys Stream tributary 6,664.063, ,Mounseys Stream tributary, ,330,64,inic
100551,5,2009,Waimakariri River,1491018,Mounseys Stream tributary 6,664.063, ,Mounseys Stream tributary, ,320,65,inic
100552,8,2011,Ashley River,1491003,Taranaki Stream tributary 1,662, ,Tutaepatu Lagoon, ,5,9,docc
100553,8,2011,Ashley River,1491003,Taranaki Stream tributary 1,662, ,Tutaepatu Lagoon, ,5,9,docc
100554,4,2010,Avon River,1491027,Avon River tributary wetland (Translocation),666, ,Unnamed wetland, ,5,7,docc
100555,4,2010,Avon River,1491027,Avon River tributary wetland (Translocation),666, ,Unnamed wetland, ,5,7,docc
100556,4,2010,Avon River,1491027,Avon River tributary wetland (Translocation),666, ,Unnamed wetland, ,5,7,docc
100557,7,2010,Avon River,1491027,Avon River tributary wetland (Translocation),666, ,Unnamed wetland, ,5,7,docc
100558,10,2010,Avon River,1491027,Avon River tributary wetland (Translocation),666, ,Unnamed wetland, ,5,7,docc
100559,10,2010,Avon River,1491027,Avon River tributary wetland (Translocation),666, ,Unnamed wetland, ,5,7,docc
100560,10,2010,Avon River,1491027,Avon River tributary wetland (Translocation),666, ,Unnamed wetland, ,5,7,docc
